Departure_Station,Destination_Station,Departure_code,Destination_code,Adult/Full Fare Tickets,"Senior, Charity, Companion and New Taipei City Children",Taipei City Children,Distance
松山機場,松山機場,BR13,BR13,20,8,12,1
松山機場,中山國中,BR13,BR12,20,8,12,1
松山機場,南京復興,BR13,G16;BR11,20,8,12,1
松山機場,忠孝復興,BR13,BL15;BR10,20,8,12,1
松山機場,大安,BR13,R05;BR09,20,8,12,1
松山機場,科技大樓,BR13,BR08,25,10,15,1
松山機場,六張犁,BR13,BR07,25,10,15,1
松山機場,麟光,BR13,BR06,25,10,15,1
松山機場,辛亥,BR13,BR05,30,12,18,1
松山機場,萬芳醫院,BR13,BR04,30,12,18,1
松山機場,萬芳社區,BR13,BR03,30,12,18,1
松山機場,木柵,BR13,BR02,35,14,21,1
松山機場,動物園,BR13,BR01,35,14,21,1
松山機場,大直,BR13,BR14,20,8,12,1
松山機場,劍南路,BR13,BR15,20,8,12,1
松山機場,西湖,BR13,BR16,25,10,15,1
松山機場,港墘,BR13,BR17,25,10,15,1
松山機場,文德,BR13,BR18,25,10,15,1
松山機場,內湖,BR13,BR19,30,12,18,1
松山機場,大湖公園,BR13,BR20,30,12,18,1
松山機場,葫洲,BR13,BR21,30,12,18,1
松山機場,東湖,BR13,BR22,35,14,21,1
松山機場,南港軟體園區,BR13,BR23,35,14,21,1
松山機場,南港展覽館,BR13,BL23;BR24,35,14,21,1
松山機場,小碧潭,BR13,G03A,40,16,24,1
松山機場,新店,BR13,G01,40,16,24,1
松山機場,新店區公所,BR13,G02,40,16,24,1
松山機場,七張,BR13,G03,35,14,21,1
松山機場,大坪林,BR13,Y07;G04,35,14,21,1
松山機場,景美,BR13,G05,35,14,21,1
松山機場,萬隆,BR13,G06,30,12,18,1
松山機場,公館,BR13,G07,30,12,18,1
松山機場,台電大樓,BR13,G08,30,12,18,1
松山機場,古亭,BR13,G09;O05,25,10,15,1
松山機場,中正紀念堂,BR13,G10;R08,25,10,15,1
松山機場,小南門,BR13,G11,25,10,15,1
松山機場,頂溪,BR13,O04,30,12,18,1
松山機場,永安市場,BR13,O03,30,12,18,1
松山機場,景安,BR13,Y11;O02,35,14,21,1
松山機場,南勢角,BR13,O01,35,14,21,1
松山機場,台大醫院,BR13,R09,25,10,15,1
松山機場,台北車站,BR13,BL12;R10,25,10,15,1
松山機場,台北車站,BR13,BL12;R10,25,10,15,1
松山機場,中山,BR13,G14;R11,20,8,12,1
松山機場,雙連,BR13,R12,25,10,15,1
松山機場,民權西路,BR13,O11;R13,25,10,15,1
松山機場,圓山,BR13,R14,25,10,15,1
松山機場,劍潭,BR13,R15,30,12,18,1
松山機場,士林,BR13,R16,30,12,18,1
松山機場,芝山,BR13,R17,30,12,18,1
松山機場,明德,BR13,R18,35,14,21,1
松山機場,石牌,BR13,R19,35,14,21,1
松山機場,唭哩岸,BR13,R20,35,14,21,1
松山機場,奇岩,BR13,R21,40,16,24,1
松山機場,北投,BR13,R22,40,16,24,1
松山機場,新北投,BR13,R22A,40,16,24,1
松山機場,復興崗,BR13,R23,40,16,24,1
松山機場,忠義,BR13,R24,45,18,27,1
松山機場,關渡,BR13,R25,45,18,27,1
松山機場,竹圍,BR13,R26,50,20,30,1
松山機場,紅樹林,BR13,R27,50,20,30,1
松山機場,淡水,BR13,R28,55,22,33,1
松山機場,頂埔,BR13,BL01,50,20,30,1
松山機場,永寧,BR13,BL02,45,18,27,1
松山機場,土城,BR13,BL03,45,18,27,1
松山機場,海山,BR13,BL04,40,16,24,1
松山機場,亞東醫院,BR13,BL05,40,16,24,1
松山機場,府中,BR13,BL06,35,14,21,1
松山機場,板橋,BR13,BL07;Y16,35,14,21,1
松山機場,新埔,BR13,BL08,35,14,21,1
松山機場,江子翠,BR13,BL09,35,14,21,1
松山機場,龍山寺,BR13,BL10,30,12,18,1
松山機場,西門,BR13,BL11;G12,25,10,15,1
松山機場,善導寺,BR13,BL13,25,10,15,1
松山機場,忠孝新生,BR13,BL14;O07,20,8,12,1
松山機場,忠孝復興,BR13,BL15;BR10,20,8,12,1
松山機場,忠孝敦化,BR13,BL16,20,8,12,1
松山機場,國父紀念館,BR13,BL17,25,10,15,1
松山機場,市政府,BR13,BL18,25,10,15,1
松山機場,永春,BR13,BL19,25,10,15,1
松山機場,後山埤,BR13,BL20,25,10,15,1
松山機場,昆陽,BR13,BL21,30,12,18,1
松山機場,南港,BR13,BL22,30,12,18,1
松山機場,南港展覽館,BR13,BL23;BR24,35,14,21,1
松山機場,象山,BR13,R02,25,10,15,1
松山機場,世貿中心,BR13,R03,25,10,15,1
松山機場,信義安和,BR13,R04,25,10,15,1
松山機場,大安,BR13,R05;BR09,20,8,12,1
松山機場,大安森林公園,BR13,R06,25,10,15,1
松山機場,北門,BR13,G13,25,10,15,1
松山機場,中山,BR13,G14;R11,20,8,12,1
松山機場,松江南京,BR13,G15;O08,20,8,12,1
松山機場,南京復興,BR13,G16;BR11,20,8,12,1
松山機場,台北小巨蛋,BR13,G17,20,8,12,1
松山機場,南京三民,BR13,G18,20,8,12,1
松山機場,松山,BR13,G19,25,10,15,1
松山機場,輔大,BR13,O19,40,16,24,1
松山機場,新莊,BR13,O18,35,14,21,1
松山機場,頭前庄,BR13,O17;Y18,35,14,21,1
松山機場,先嗇宮,BR13,O16,35,14,21,1
松山機場,三重,BR13,O15,30,12,18,1
松山機場,菜寮,BR13,O14,30,12,18,1
松山機場,台北橋,BR13,O13,25,10,15,1
松山機場,大橋頭,BR13,O21,25,10,15,1
松山機場,民權西路,BR13,O11;R13,25,10,15,1
松山機場,中山國小,BR13,O10,25,10,15,1
松山機場,行天宮,BR13,O09,20,8,12,1
松山機場,松江南京,BR13,G15;O08,20,8,12,1
松山機場,忠孝新生,BR13,BL14;O07,20,8,12,1
松山機場,東門,BR13,R07;O06,25,10,15,1
松山機場,蘆洲,BR13,O54,35,14,21,1
松山機場,三民高中,BR13,O53,35,14,21,1
松山機場,徐匯中學,BR13,O52,30,12,18,1
松山機場,三和國中,BR13,O51,30,12,18,1
松山機場,三重國小,BR13,O50,30,12,18,1
松山機場,迴龍,BR13,O21,45,18,27,1
松山機場,丹鳳,BR13,O20,40,16,24,1
松山機場,大坪林,BR13,Y07;G04,35,14,21,1
松山機場,十四張,BR13,Y08,40,16,24,1
松山機場,秀朗橋,BR13,Y09,35,14,21,1
松山機場,景平,BR13,Y10,35,14,21,1
松山機場,景安,BR13,Y11;O02,35,14,21,1
松山機場,中和,BR13,Y12,35,14,21,1
松山機場,橋和,BR13,Y13,40,16,24,1
松山機場,中原,BR13,Y14,40,16,24,1
松山機場,板新,BR13,Y15,40,16,24,1
松山機場,板橋,BR13,BL07;Y16,35,14,21,1
松山機場,新埔民生,BR13,Y17,35,14,21,1
松山機場,頭前庄,BR13,O17;Y18,35,14,21,1
松山機場,幸福站,BR13,Y19,35,14,21,1
松山機場,新北產業園區站,BR13,Y20,40,16,24,1
中山國中,松山機場,BR12,BR13,20,8,12,1
中山國中,中山國中,BR12,BR12,20,8,12,1
中山國中,南京復興,BR12,G16;BR11,20,8,12,1
中山國中,忠孝復興,BR12,BL15;BR10,20,8,12,1
中山國中,大安,BR12,R05;BR09,20,8,12,1
中山國中,科技大樓,BR12,BR08,20,8,12,1
中山國中,六張犁,BR12,BR07,20,8,12,1
中山國中,麟光,BR12,BR06,25,10,15,1
中山國中,辛亥,BR12,BR05,25,10,15,1
中山國中,萬芳醫院,BR12,BR04,30,12,18,1
中山國中,萬芳社區,BR12,BR03,30,12,18,1
中山國中,木柵,BR12,BR02,30,12,18,1
中山國中,動物園,BR12,BR01,30,12,18,1
中山國中,大直,BR12,BR14,20,8,12,1
中山國中,劍南路,BR12,BR15,25,10,15,1
中山國中,西湖,BR12,BR16,25,10,15,1
中山國中,港墘,BR12,BR17,25,10,15,1
中山國中,文德,BR12,BR18,30,12,18,1
中山國中,內湖,BR12,BR19,30,12,18,1
中山國中,大湖公園,BR12,BR20,30,12,18,1
中山國中,葫洲,BR12,BR21,35,14,21,1
中山國中,東湖,BR12,BR22,35,14,21,1
中山國中,南港軟體園區,BR12,BR23,30,12,18,1
中山國中,南港展覽館,BR12,BL23;BR24,30,12,18,1
中山國中,小碧潭,BR12,G03A,40,16,24,1
中山國中,新店,BR12,G01,40,16,24,1
中山國中,新店區公所,BR12,G02,35,14,21,1
中山國中,七張,BR12,G03,35,14,21,1
中山國中,大坪林,BR12,Y07;G04,35,14,21,1
中山國中,景美,BR12,G05,30,12,18,1
中山國中,萬隆,BR12,G06,30,12,18,1
中山國中,公館,BR12,G07,25,10,15,1
中山國中,台電大樓,BR12,G08,25,10,15,1
中山國中,古亭,BR12,G09;O05,25,10,15,1
中山國中,中正紀念堂,BR12,G10;R08,25,10,15,1
中山國中,小南門,BR12,G11,25,10,15,1
中山國中,頂溪,BR12,O04,25,10,15,1
中山國中,永安市場,BR12,O03,30,12,18,1
中山國中,景安,BR12,Y11;O02,30,12,18,1
中山國中,南勢角,BR12,O01,35,14,21,1
中山國中,台大醫院,BR12,R09,20,8,12,1
中山國中,台北車站,BR12,BL12;R10,20,8,12,1
中山國中,台北車站,BR12,BL12;R10,20,8,12,1
中山國中,中山,BR12,G14;R11,20,8,12,1
中山國中,雙連,BR12,R12,20,8,12,1
中山國中,民權西路,BR12,O11;R13,20,8,12,1
中山國中,圓山,BR12,R14,25,10,15,1
中山國中,劍潭,BR12,R15,25,10,15,1
中山國中,士林,BR12,R16,25,10,15,1
中山國中,芝山,BR12,R17,30,12,18,1
中山國中,明德,BR12,R18,30,12,18,1
中山國中,石牌,BR12,R19,30,12,18,1
中山國中,唭哩岸,BR12,R20,35,14,21,1
中山國中,奇岩,BR12,R21,35,14,21,1
中山國中,北投,BR12,R22,35,14,21,1
中山國中,新北投,BR12,R22A,40,16,24,1
中山國中,復興崗,BR12,R23,40,16,24,1
中山國中,忠義,BR12,R24,40,16,24,1
中山國中,關渡,BR12,R25,45,18,27,1
中山國中,竹圍,BR12,R26,45,18,27,1
中山國中,紅樹林,BR12,R27,50,20,30,1
中山國中,淡水,BR12,R28,55,22,33,1
中山國中,頂埔,BR12,BL01,45,18,27,1
中山國中,永寧,BR12,BL02,45,18,27,1
中山國中,土城,BR12,BL03,40,16,24,1
中山國中,海山,BR12,BL04,40,16,24,1
中山國中,亞東醫院,BR12,BL05,35,14,21,1
中山國中,府中,BR12,BL06,35,14,21,1
中山國中,板橋,BR12,BL07;Y16,35,14,21,1
中山國中,新埔,BR12,BL08,30,12,18,1
中山國中,江子翠,BR12,BL09,30,12,18,1
中山國中,龍山寺,BR12,BL10,25,10,15,1
中山國中,西門,BR12,BL11;G12,25,10,15,1
中山國中,善導寺,BR12,BL13,20,8,12,1
中山國中,忠孝新生,BR12,BL14;O07,20,8,12,1
中山國中,忠孝復興,BR12,BL15;BR10,20,8,12,1
中山國中,忠孝敦化,BR12,BL16,20,8,12,1
中山國中,國父紀念館,BR12,BL17,20,8,12,1
中山國中,市政府,BR12,BL18,20,8,12,1
中山國中,永春,BR12,BL19,25,10,15,1
中山國中,後山埤,BR12,BL20,25,10,15,1
中山國中,昆陽,BR12,BL21,25,10,15,1
中山國中,南港,BR12,BL22,30,12,18,1
中山國中,南港展覽館,BR12,BL23;BR24,30,12,18,1
中山國中,象山,BR12,R02,25,10,15,1
中山國中,世貿中心,BR12,R03,25,10,15,1
中山國中,信義安和,BR12,R04,20,8,12,1
中山國中,大安,BR12,R05;BR09,20,8,12,1
中山國中,大安森林公園,BR12,R06,20,8,12,1
中山國中,北門,BR12,G13,20,8,12,1
中山國中,中山,BR12,G14;R11,20,8,12,1
中山國中,松江南京,BR12,G15;O08,20,8,12,1
中山國中,南京復興,BR12,G16;BR11,20,8,12,1
中山國中,台北小巨蛋,BR12,G17,20,8,12,1
中山國中,南京三民,BR12,G18,20,8,12,1
中山國中,松山,BR12,G19,20,8,12,1
中山國中,輔大,BR12,O19,35,14,21,1
中山國中,新莊,BR12,O18,35,14,21,1
中山國中,頭前庄,BR12,O17;Y18,35,14,21,1
中山國中,先嗇宮,BR12,O16,30,12,18,1
中山國中,三重,BR12,O15,30,12,18,1
中山國中,菜寮,BR12,O14,25,10,15,1
中山國中,台北橋,BR12,O13,25,10,15,1
中山國中,大橋頭,BR12,O21,20,8,12,1
中山國中,民權西路,BR12,O11;R13,20,8,12,1
中山國中,中山國小,BR12,O10,20,8,12,1
中山國中,行天宮,BR12,O09,20,8,12,1
中山國中,松江南京,BR12,G15;O08,20,8,12,1
中山國中,忠孝新生,BR12,BL14;O07,20,8,12,1
中山國中,東門,BR12,R07;O06,20,8,12,1
中山國中,蘆洲,BR12,O54,30,12,18,1
中山國中,三民高中,BR12,O53,30,12,18,1
中山國中,徐匯中學,BR12,O52,30,12,18,1
中山國中,三和國中,BR12,O51,30,12,18,1
中山國中,三重國小,BR12,O50,25,10,15,1
中山國中,迴龍,BR12,O21,40,16,24,1
中山國中,丹鳳,BR12,O20,40,16,24,1
中山國中,大坪林,BR12,Y07;G04,35,14,21,1
中山國中,十四張,BR12,Y08,35,14,21,1
中山國中,秀朗橋,BR12,Y09,35,14,21,1
中山國中,景平,BR12,Y10,35,14,21,1
中山國中,景安,BR12,Y11;O02,30,12,18,1
中山國中,中和,BR12,Y12,35,14,21,1
中山國中,橋和,BR12,Y13,35,14,21,1
中山國中,中原,BR12,Y14,35,14,21,1
中山國中,板新,BR12,Y15,35,14,21,1
中山國中,板橋,BR12,BL07;Y16,35,14,21,1
中山國中,新埔民生,BR12,Y17,30,12,18,1
中山國中,頭前庄,BR12,O17;Y18,35,14,21,1
中山國中,幸福站,BR12,Y19,35,14,21,1
中山國中,新北產業園區站,BR12,Y20,35,14,21,1
南京復興,松山機場,G16-BR11,BR13,20,8,12,1
南京復興,中山國中,G16-BR11,BR12,20,8,12,1
南京復興,南京復興,G16-BR11,G16;BR11,20,8,12,1
南京復興,忠孝復興,G16-BR11,BL15;BR10,20,8,12,1.15
南京復興,大安,G16-BR11,R05;BR09,20,8,12,2.05
南京復興,科技大樓,G16-BR11,BR08,20,8,12,1
南京復興,六張犁,G16-BR11,BR07,20,8,12,1
南京復興,麟光,G16-BR11,BR06,20,8,12,1
南京復興,辛亥,G16-BR11,BR05,25,10,15,1
南京復興,萬芳醫院,G16-BR11,BR04,25,10,15,1
南京復興,萬芳社區,G16-BR11,BR03,30,12,18,1
南京復興,木柵,G16-BR11,BR02,30,12,18,1
南京復興,動物園,G16-BR11,BR01,30,12,18,1
南京復興,大直,G16-BR11,BR14,20,8,12,1
南京復興,劍南路,G16-BR11,BR15,25,10,15,1
南京復興,西湖,G16-BR11,BR16,25,10,15,1
南京復興,港墘,G16-BR11,BR17,30,12,18,1
南京復興,文德,G16-BR11,BR18,30,12,18,1
南京復興,內湖,G16-BR11,BR19,30,12,18,1
南京復興,大湖公園,G16-BR11,BR20,35,14,21,1
南京復興,葫洲,G16-BR11,BR21,35,14,21,1
南京復興,東湖,G16-BR11,BR22,30,12,18,1
南京復興,南港軟體園區,G16-BR11,BR23,30,12,18,1
南京復興,南港展覽館,G16-BR11,BL23;BR24,30,12,18,1
南京復興,小碧潭,G16-BR11,G03A,35,14,21,1
南京復興,新店,G16-BR11,G01,35,14,21,1
南京復興,新店區公所,G16-BR11,G02,35,14,21,1
南京復興,七張,G16-BR11,G03,35,14,21,1
南京復興,大坪林,G16-BR11,Y07;G04,30,12,18,12.49
南京復興,景美,G16-BR11,G05,30,12,18,1
南京復興,萬隆,G16-BR11,G06,30,12,18,1
南京復興,公館,G16-BR11,G07,25,10,15,1
南京復興,台電大樓,G16-BR11,G08,25,10,15,1
南京復興,古亭,G16-BR11,G09;O05,20,8,12,7.17
南京復興,中正紀念堂,G16-BR11,G10;R08,20,8,12,6.01
南京復興,小南門,G16-BR11,G11,25,10,15,1
南京復興,頂溪,G16-BR11,O04,25,10,15,1
南京復興,永安市場,G16-BR11,O03,30,12,18,1
南京復興,景安,G16-BR11,Y11;O02,30,12,18,1
南京復興,南勢角,G16-BR11,O01,30,12,18,1
南京復興,台大醫院,G16-BR11,R09,20,8,12,1
南京復興,台北車站,G16-BR11,BL12;R10,20,8,12,1
南京復興,台北車站,G16-BR11,BL12;R10,20,8,12,1
南京復興,中山,G16-BR11,G14;R11,20,8,12,2.39
南京復興,雙連,G16-BR11,R12,20,8,12,1
南京復興,民權西路,G16-BR11,O11;R13,20,8,12,1
南京復興,圓山,G16-BR11,R14,20,8,12,1
南京復興,劍潭,G16-BR11,R15,25,10,15,1
南京復興,士林,G16-BR11,R16,25,10,15,1
南京復興,芝山,G16-BR11,R17,30,12,18,1
南京復興,明德,G16-BR11,R18,30,12,18,1
南京復興,石牌,G16-BR11,R19,30,12,18,1
南京復興,唭哩岸,G16-BR11,R20,30,12,18,1
南京復興,奇岩,G16-BR11,R21,35,14,21,1
南京復興,北投,G16-BR11,R22,35,14,21,1
南京復興,新北投,G16-BR11,R22A,35,14,21,1
南京復興,復興崗,G16-BR11,R23,40,16,24,1
南京復興,忠義,G16-BR11,R24,40,16,24,1
南京復興,關渡,G16-BR11,R25,40,16,24,1
南京復興,竹圍,G16-BR11,R26,45,18,27,1
南京復興,紅樹林,G16-BR11,R27,50,20,30,1
南京復興,淡水,G16-BR11,R28,50,20,30,1
南京復興,頂埔,G16-BR11,BL01,45,18,27,1
南京復興,永寧,G16-BR11,BL02,40,16,24,1
南京復興,土城,G16-BR11,BL03,40,16,24,1
南京復興,海山,G16-BR11,BL04,40,16,24,1
南京復興,亞東醫院,G16-BR11,BL05,35,14,21,1
南京復興,府中,G16-BR11,BL06,35,14,21,1
南京復興,板橋,G16-BR11,BL07;Y16,30,12,18,1
南京復興,新埔,G16-BR11,BL08,30,12,18,1
南京復興,江子翠,G16-BR11,BL09,30,12,18,1
南京復興,龍山寺,G16-BR11,BL10,25,10,15,1
南京復興,西門,G16-BR11,BL11;G12,20,8,12,4.43
南京復興,善導寺,G16-BR11,BL13,20,8,12,1
南京復興,忠孝新生,G16-BR11,BL14;O07,20,8,12,1
南京復興,忠孝復興,G16-BR11,BL15;BR10,20,8,12,1.15
南京復興,忠孝敦化,G16-BR11,BL16,20,8,12,1
南京復興,國父紀念館,G16-BR11,BL17,20,8,12,1
南京復興,市政府,G16-BR11,BL18,20,8,12,1
南京復興,永春,G16-BR11,BL19,20,8,12,1
南京復興,後山埤,G16-BR11,BL20,25,10,15,1
南京復興,昆陽,G16-BR11,BL21,25,10,15,1
南京復興,南港,G16-BR11,BL22,30,12,18,1
南京復興,南港展覽館,G16-BR11,BL23;BR24,30,12,18,1
南京復興,象山,G16-BR11,R02,20,8,12,1
南京復興,世貿中心,G16-BR11,R03,20,8,12,1
南京復興,信義安和,G16-BR11,R04,20,8,12,1
南京復興,大安,G16-BR11,R05;BR09,20,8,12,2.05
南京復興,大安森林公園,G16-BR11,R06,20,8,12,1
南京復興,北門,G16-BR11,G13,20,8,12,1
南京復興,中山,G16-BR11,G14;R11,20,8,12,2.39
南京復興,松江南京,G16-BR11,G15;O08,20,8,12,1.08
南京復興,南京復興,G16-BR11,G16;BR11,20,8,12,1
南京復興,台北小巨蛋,G16-BR11,G17,20,8,12,1
南京復興,南京三民,G16-BR11,G18,20,8,12,1
南京復興,松山,G16-BR11,G19,20,8,12,1
南京復興,輔大,G16-BR11,O19,35,14,21,1
南京復興,新莊,G16-BR11,O18,35,14,21,1
南京復興,頭前庄,G16-BR11,O17;Y18,30,12,18,1
南京復興,先嗇宮,G16-BR11,O16,30,12,18,1
南京復興,三重,G16-BR11,O15,25,10,15,1
南京復興,菜寮,G16-BR11,O14,25,10,15,1
南京復興,台北橋,G16-BR11,O13,25,10,15,1
南京復興,大橋頭,G16-BR11,O21,20,8,12,1
南京復興,民權西路,G16-BR11,O11;R13,20,8,12,1
南京復興,中山國小,G16-BR11,O10,20,8,12,1
南京復興,行天宮,G16-BR11,O09,20,8,12,1
南京復興,松江南京,G16-BR11,G15;O08,20,8,12,1.08
南京復興,忠孝新生,G16-BR11,BL14;O07,20,8,12,1
南京復興,東門,G16-BR11,R07;O06,20,8,12,1
南京復興,蘆洲,G16-BR11,O54,30,12,18,1
南京復興,三民高中,G16-BR11,O53,30,12,18,1
南京復興,徐匯中學,G16-BR11,O52,25,10,15,1
南京復興,三和國中,G16-BR11,O51,25,10,15,1
南京復興,三重國小,G16-BR11,O50,25,10,15,1
南京復興,迴龍,G16-BR11,O21,40,16,24,1
南京復興,丹鳳,G16-BR11,O20,40,16,24,1
南京復興,大坪林,G16-BR11,Y07;G04,30,12,18,12.49
南京復興,十四張,G16-BR11,Y08,35,14,21,1
南京復興,秀朗橋,G16-BR11,Y09,35,14,21,1
南京復興,景平,G16-BR11,Y10,30,12,18,1
南京復興,景安,G16-BR11,Y11;O02,30,12,18,1
南京復興,中和,G16-BR11,Y12,30,12,18,1
南京復興,橋和,G16-BR11,Y13,35,14,21,1
南京復興,中原,G16-BR11,Y14,35,14,21,1
南京復興,板新,G16-BR11,Y15,35,14,21,1
南京復興,板橋,G16-BR11,BL07;Y16,30,12,18,1
南京復興,新埔民生,G16-BR11,Y17,30,12,18,1
南京復興,頭前庄,G16-BR11,O17;Y18,30,12,18,1
南京復興,幸福站,G16-BR11,Y19,35,14,21,1
南京復興,新北產業園區站,G16-BR11,Y20,35,14,21,1
忠孝復興,松山機場,BL15-BR10,BR13,20,8,12,1
忠孝復興,中山國中,BL15-BR10,BR12,20,8,12,1
忠孝復興,南京復興,BL15-BR10,G16;BR11,20,8,12,1
忠孝復興,忠孝復興,BL15-BR10,BL15;BR10,20,8,12,1
忠孝復興,大安,BL15-BR10,R05;BR09,20,8,12,0.9
忠孝復興,科技大樓,BL15-BR10,BR08,20,8,12,1
忠孝復興,六張犁,BL15-BR10,BR07,20,8,12,1
忠孝復興,麟光,BL15-BR10,BR06,20,8,12,1
忠孝復興,辛亥,BL15-BR10,BR05,25,10,15,1
忠孝復興,萬芳醫院,BL15-BR10,BR04,25,10,15,1
忠孝復興,萬芳社區,BL15-BR10,BR03,25,10,15,1
忠孝復興,木柵,BL15-BR10,BR02,25,10,15,1
忠孝復興,動物園,BL15-BR10,BR01,30,12,18,1
忠孝復興,大直,BL15-BR10,BR14,25,10,15,1
忠孝復興,劍南路,BL15-BR10,BR15,25,10,15,1
忠孝復興,西湖,BL15-BR10,BR16,30,12,18,1
忠孝復興,港墘,BL15-BR10,BR17,30,12,18,1
忠孝復興,文德,BL15-BR10,BR18,30,12,18,1
忠孝復興,內湖,BL15-BR10,BR19,35,14,21,1
忠孝復興,大湖公園,BL15-BR10,BR20,35,14,21,1
忠孝復興,葫洲,BL15-BR10,BR21,30,12,18,1
忠孝復興,東湖,BL15-BR10,BR22,30,12,18,1
忠孝復興,南港軟體園區,BL15-BR10,BR23,30,12,18,1
忠孝復興,南港展覽館,BL15-BR10,BL23;BR24,25,10,15,1
忠孝復興,小碧潭,BL15-BR10,G03A,35,14,21,1
忠孝復興,新店,BL15-BR10,G01,35,14,21,1
忠孝復興,新店區公所,BL15-BR10,G02,35,14,21,1
忠孝復興,七張,BL15-BR10,G03,30,12,18,1
忠孝復興,大坪林,BL15-BR10,Y07;G04,30,12,18,1
忠孝復興,景美,BL15-BR10,G05,30,12,18,1
忠孝復興,萬隆,BL15-BR10,G06,25,10,15,1
忠孝復興,公館,BL15-BR10,G07,25,10,15,1
忠孝復興,台電大樓,BL15-BR10,G08,20,8,12,1
忠孝復興,古亭,BL15-BR10,G09;O05,20,8,12,1
忠孝復興,中正紀念堂,BL15-BR10,G10;R08,20,8,12,1
忠孝復興,小南門,BL15-BR10,G11,20,8,12,1
忠孝復興,頂溪,BL15-BR10,O04,25,10,15,1
忠孝復興,永安市場,BL15-BR10,O03,25,10,15,1
忠孝復興,景安,BL15-BR10,Y11;O02,30,12,18,1
忠孝復興,南勢角,BL15-BR10,O01,30,12,18,1
忠孝復興,台大醫院,BL15-BR10,R09,20,8,12,1
忠孝復興,台北車站,BL15-BR10,BL12;R10,20,8,12,2.75
忠孝復興,台北車站,BL15-BR10,BL12;R10,20,8,12,2.75
忠孝復興,中山,BL15-BR10,G14;R11,20,8,12,1
忠孝復興,雙連,BL15-BR10,R12,20,8,12,1
忠孝復興,民權西路,BL15-BR10,O11;R13,20,8,12,1
忠孝復興,圓山,BL15-BR10,R14,25,10,15,1
忠孝復興,劍潭,BL15-BR10,R15,25,10,15,1
忠孝復興,士林,BL15-BR10,R16,30,12,18,1
忠孝復興,芝山,BL15-BR10,R17,30,12,18,1
忠孝復興,明德,BL15-BR10,R18,30,12,18,1
忠孝復興,石牌,BL15-BR10,R19,30,12,18,1
忠孝復興,唭哩岸,BL15-BR10,R20,35,14,21,1
忠孝復興,奇岩,BL15-BR10,R21,35,14,21,1
忠孝復興,北投,BL15-BR10,R22,35,14,21,1
忠孝復興,新北投,BL15-BR10,R22A,40,16,24,1
忠孝復興,復興崗,BL15-BR10,R23,40,16,24,1
忠孝復興,忠義,BL15-BR10,R24,40,16,24,1
忠孝復興,關渡,BL15-BR10,R25,45,18,27,1
忠孝復興,竹圍,BL15-BR10,R26,45,18,27,1
忠孝復興,紅樹林,BL15-BR10,R27,50,20,30,1
忠孝復興,淡水,BL15-BR10,R28,55,22,33,1
忠孝復興,頂埔,BL15-BR10,BL01,45,18,27,1
忠孝復興,永寧,BL15-BR10,BL02,40,16,24,1
忠孝復興,土城,BL15-BR10,BL03,40,16,24,1
忠孝復興,海山,BL15-BR10,BL04,40,16,24,1
忠孝復興,亞東醫院,BL15-BR10,BL05,35,14,21,1
忠孝復興,府中,BL15-BR10,BL06,35,14,21,1
忠孝復興,板橋,BL15-BR10,BL07;Y16,30,12,18,10.67
忠孝復興,新埔,BL15-BR10,BL08,30,12,18,1
忠孝復興,江子翠,BL15-BR10,BL09,30,12,18,1
忠孝復興,龍山寺,BL15-BR10,BL10,25,10,15,1
忠孝復興,西門,BL15-BR10,BL11;G12,20,8,12,4.18
忠孝復興,善導寺,BL15-BR10,BL13,20,8,12,1
忠孝復興,忠孝新生,BL15-BR10,BL14;O07,20,8,12,1.13
忠孝復興,忠孝復興,BL15-BR10,BL15;BR10,20,8,12,1
忠孝復興,忠孝敦化,BL15-BR10,BL16,20,8,12,1
忠孝復興,國父紀念館,BL15-BR10,BL17,20,8,12,1
忠孝復興,市政府,BL15-BR10,BL18,20,8,12,1
忠孝復興,永春,BL15-BR10,BL19,20,8,12,1
忠孝復興,後山埤,BL15-BR10,BL20,20,8,12,1
忠孝復興,昆陽,BL15-BR10,BL21,25,10,15,1
忠孝復興,南港,BL15-BR10,BL22,25,10,15,1
忠孝復興,南港展覽館,BL15-BR10,BL23;BR24,25,10,15,1
忠孝復興,象山,BL15-BR10,R02,20,8,12,1
忠孝復興,世貿中心,BL15-BR10,R03,20,8,12,1
忠孝復興,信義安和,BL15-BR10,R04,20,8,12,1
忠孝復興,大安,BL15-BR10,R05;BR09,20,8,12,0.9
忠孝復興,大安森林公園,BL15-BR10,R06,20,8,12,1
忠孝復興,北門,BL15-BR10,G13,20,8,12,1
忠孝復興,中山,BL15-BR10,G14;R11,20,8,12,1
忠孝復興,松江南京,BL15-BR10,G15;O08,20,8,12,1
忠孝復興,南京復興,BL15-BR10,G16;BR11,20,8,12,1
忠孝復興,台北小巨蛋,BL15-BR10,G17,20,8,12,1
忠孝復興,南京三民,BL15-BR10,G18,20,8,12,1
忠孝復興,松山,BL15-BR10,G19,20,8,12,1
忠孝復興,輔大,BL15-BR10,O19,35,14,21,1
忠孝復興,新莊,BL15-BR10,O18,35,14,21,1
忠孝復興,頭前庄,BL15-BR10,O17;Y18,30,12,18,1
忠孝復興,先嗇宮,BL15-BR10,O16,30,12,18,1
忠孝復興,三重,BL15-BR10,O15,30,12,18,1
